title,description,cuisine,rating,ingredient_list,serving,prep_time,cook_time,source,steps,recipe_url,image_url,kcal,fat,saturates,carbs,sugars,fibre,protein,salt
Wild mushroom Yorkshire puddings,Add an extra oomph to your Yorkshire puddings by flavouring the milk with wild mushrooms. These can be made ahead of time and kept in the freezer,,0 ratings,"['250ml whole milk', '30g dried porcini mushrooms, finely chopped', '150g plain flour', '4 large eggs', 'sunflower oil, for cooking']",Makes 8,5 mins,25 mins,BBC Food,"['Tip the milk into a saucepan with the mushrooms and bring to the boil. Simmer for 1 min, then remove from the heat and leave to cool completely. Strain the milk well, pressing down on the mushrooms to squeeze out any excess liquid, then set both the milk and the mushrooms aside.', 'To make the batter, tip the flour into a bowl and beat in the eggs until smooth. Gradually add the flavoured milk and carry on beating until the mixture is completely lump-free. Stir in the soaked mushrooms and season. Can be made a day ahead and kept, covered, in the fridge; give the batter a good stir before cooking.', 'Heat oven to 230C/210C fan/gas 8. Drizzle a little oil evenly into two four-hole Yorkshire pudding tins (or two 12-hole non-stick muffin tins to make 24 small puddings) and put in the oven for around 10 mins to heat through. Pour the batter into a jug and remove the hot, oiled tins from the oven. Carefully and evenly pour the batter into the holes. Put the tins back in the oven and leave for 20-25 mins until the puddings have puffed up and browned. Serve immediately. Can be cooled, then frozen for up to one month.']",https://www.bbcgoodfood.com/recipes/wild-mushroom-yorkshire-puddings,"https://images.immediate.co.uk/production/volatile/sites/30/2020/08/wild-mushroom-yorkshire-puddings-99e92ff.jpg?quality=90&resize=440,400",161,6g,2g,18g,161,6g,2g,18g
Potato soup,"For a creamy potato soup, try this Zupa ziemniaczana recipe, which originates from Poland – it makes for a hearty lunch, or light supper",,0 ratings,"['1½ litres vegetable or chicken stock', '5 potatoes, peeled and diced', '1 carrot, peeled and diced', '2 bay leaves', '5 allspice berries', '1 tbsp butter', '1 onion, diced', '1 tbsp plain flour', '2 tbsp vegetable oil', '2 slices of bread, cut into cubes', '1 parsley, chopped', '50g sausage, sliced and fried']",Serves 6,15 mins,1 hr and 30 mins,BBC Food,"['Put the stock in a large pan and bring to a simmer, then add the potatoes and carrots along with the bay leaves and allspice berries. Cover with a lid and cook over a medium-low heat for 30 mins, or until the vegetables are very tender.', 'Heat the butter in a frying pan and fry the onion for 8-10 mins or until soft and lightly golden. Add the flour, stir to make a paste (or roux) and cook until golden. Add 2 tbsp of the stock from the veg to the roux and stir until smooth, then scrape this into the rest of the stock and stir until combined. Bring the mixture back to a simmer and cook for 1 hr. The potatoes will break down and the soup will thicken.', 'Heat the oil in a frying pan and fry the bread until browned and crisp. Season well, then scatter across the soup with the chopped parsley. You can also add slices of fried sausage to the soup, if you like.']",https://www.bbcgoodfood.com/recipes/potato-soup,"https://images.immediate.co.uk/production/volatile/sites/30/2022/09/zupa-ziemniaczana-photo-copy-c8f7103.jpg?quality=90&resize=556,505",254,7g,2g,36g,254,7g,2g,36g
Summer vegetable & quail’s egg tart,"A bread mix makes an easy cheat's base and is delicious topped with a creamy pea filling, broad beans, leeks, asparagus and cracked eggs",,1 rating,"['300g ciabatta bread mix', '3 tbsp rapeseed oil, plus extra to serve', '140g frozen peas, defrosted', '85g full-fat cream cheese', '140g soured cream', '1 large egg, beaten', '3 shallots, finely chopped', '¼ tsp golden caster sugar', '400g (unpodded weight) broad beans', '6-8 baby leek', '8 asparagus tips', '6-8 quail’s eggs', 'small handful pea shoots, to serve']",Cuts into 10 slices,25 mins,30 mins,BBC Food,"['Tip the bread mix into a large bowl and add the oil and 175ml lukewarm water. Knead for 5-10 mins until you have a smooth, elastic dough, then cover with cling film and leave to rise until doubled in size.', 'Whizz the peas and cream cheese together in a blender or food processor until smooth, then stir in the soured cream, egg, shallots and sugar with some seasoning. Bring a medium pan of water to the boil. Add the broad beans for 30 secs, then lift them out with a slotted spoon into a bowl of cold water. Gently squeeze the bright green beans out of their thick skins and discard the skins. Meanwhile, add the leeks to the boiling water for 1 min 30 secs, then add the asparagus and boil for 1 min more. Drain well.', 'Heat oven to 200C/180C fan/gas 6. Roll the dough out on a large baking sheet to a rectangle 14 x 40cm, pressing down the centre to create a thicker ‘crust’ around the edge. Spread the pea cream in the middle of the tart and bake for 20 mins. Scatter over the leeks, asparagus and broad beans, then carefully crack over the eggs – you can arrange the veg to create little pockets if it helps. Drizzle with rapeseed oil and bake for another 5-7 mins. Scatter a few pea shoots over and serve straightaway, cut into thin slices.']",https://www.bbcgoodfood.com/recipes/summer-vegetable-quails-egg-tart,"https://images.immediate.co.uk/production/volatile/sites/30/2020/08/quails-egg-pizza-ea231b6.png?quality=90&resize=556,505",215,12g,5g,17g,215,12g,5g,17g
Za’atar croissants,Za'atar-spiced croissants are a popular street food in Beruit. We've given these savoury pastries a delicious cheddar-and-parmesan filling,,0 ratings,"['350g pack croissant dough (we used Jus-Rol)', '50g extra mature cheddar, grated', '30g parmesan or vegetarian alternative, finely grated', '2 tbsp za’atar', '1 egg, beaten']",Serves 6,10 mins,20 mins,BBC Food,"['Heat oven to 200C/180C fan/gas 6 and line a baking sheet with baking parchment. Unroll the croissant dough and use a knife to separate the dough triangles. Scatter all of the cheddar, ¾ of the parmesan and 1½ tbsp of the za’atar over the dough triangles, pressing the mixture in with your hands so that it sticks.', 'Starting from the base of one triangle, roll the dough upwards towards the narrow point. Bend each end in slightly to form a croissant shape. Repeat with the remaining dough. Put the croissants on the lined baking tray, brush each one with the beaten egg and sprinkle over the remaining parmesan and za’atar. Bake for 15-20 mins until deep golden brown.']",https://www.bbcgoodfood.com/recipes/zaatar-croissants,"https://images.immediate.co.uk/production/volatile/sites/30/2020/08/croissants-7ac7e81.jpg?quality=90&resize=440,400",283,18g,10g,20g,283,18g,10g,20g
Christmas leftovers pizza,Use up leftover roast turkey and sausagemeat stuffing in this festive twist on an Italian classic. Our Christmas pizza is a relaxed sharing main after the big day,,1 rating,"['145g pizza base mix', '6 tbsp tomato pasta sauce', 'large handful (about 100g) of leftover stuffing (a sausage stuffing works well for this)', 'large handful (about 100g) of leftover cooked turkey, shredded', '100g mozzarella, sliced', 'small bunch of sage, leaves picked', '1 tbsp olive oil']",Serves 2,15 mins,10 mins,BBC Food,"['Heat the oven to 220C/200C fan/gas 7. Prepare the pizza base mix following pack instructions. Once rolled out, leave to rest for 10 mins, then top with the pasta sauce.', 'Scatter over the stuffing and turkey, then top with the mozzarella. Toss the sage leaves with the oil, then scatter over the pizza, drizzling over any remaining oil. Bake for 10-12 mins until the crust is crisp and the cheese has melted.']",https://www.bbcgoodfood.com/recipes/christmas-pizza,"https://images.immediate.co.uk/production/volatile/sites/30/2020/08/pizza_2-5a1fe2f.jpg?quality=90&resize=440,400",624,32g,12g,48g,624,32g,12g,48g
Butterfly cakes,"Treat family and friends to pretty butterfly cupcakes. Our easy buns are topped with a light vanilla buttercream, jam and sprinkles, but you can decorate any way you like",,61 ratings,"['110g butter, softened', '110g caster sugar', '2 eggs', '1 tsp vanilla extract', '110g self-raising flour', '½ tsp baking powder', '1 tbsp milk, plus 2 tbsp if needed, to loosen the buttercream', 'strawberry jam (optional)', 'sprinkles (optional)', '300g icing sugar', '150g butter, softened', '2 tsp vanilla paste']",Makes 10,15 mins,15 mins,BBC Food,"['Heat the oven to 180C/160C fan/gas 4. Line a cupcake tin with 10 cases. To make the sponge, tip the butter, sugar, eggs, vanilla, flour, baking powder and milk into a large mixing bowl and beat with either a hand whisk or electric mixer until smooth, pale and combined. Divide the batter between the cases and bake for 15 mins until golden brown and a skewer inserted in the middle of a cake comes out clean. Leave on a wire rack to cool.', 'While the cakes are cooling, make the buttercream by beating together the icing sugar, butter and vanilla until pale and fluffy. Mix in the extra milk if the icing feels too stiff.', 'Once the cakes are cool, use a sharp knife to slice off the tops, then cut the tops in half. Pipe or spread the buttercream on top of the cakes, then gently push two semi-circular halves into the buttercream on each cake, doing this at an angle to look like butterfly wings. You can serve the cupcakes at this stage, or decorate them with a little blob of jam in the centre and a scattering of sprinkles, if you like.']",https://www.bbcgoodfood.com/recipes/butterfly-cakes,"https://images.immediate.co.uk/production/volatile/sites/30/2019/11/butterfly-cupcakes-3ab3b75.jpg?quality=90&resize=556,505",419,23g,14g,50g,419,23g,14g,50g
Spiced chicken egg wraps,"Eggs form the base of these healthy wraps and they're filled with spiced chicken, black beans, tomatoes, coriander and red onion for a filling, tasty lunch",,2 ratings,"['1 red onion, halved and thinly sliced', '1 lemon, juiced', '400g can black beans', '2 tsp tomato purée', '½ tsp smoked paprika', '1 tsp ground coriander', '½ tsp vegetable bouillon powder', '200g cooked skinless chicken breast, sliced', '⅓ pack coriander, chopped', '2 tomatoes, cut into thin wedges', '4 eggs', '½ tsp smoked paprika', '½ tsp cumin seeds', '1 tsp rapeseed oil']",Serves 2,20 mins,15 mins,BBC Food,"['Put the red onion and lemon in a non-reactive bowl and scrunch together using your hands. Set aside for the onions to soften. For the filling, mostly drain the beans, leaving a little liquid in the can. Tip into a bowl and mash with the tomato purée, spices and bouillon. Top with the chicken, cover and warm through in the microwave for 4 mins.', 'For the wraps, beat 2 eggs with ¼ tsp each of the paprika and cumin seeds. Heat the oil in a 20cm non-stick frying pan over a medium heat. Tip in the egg mix and cook undisturbed for about 5 mins until set (no need to turn it). Remove to a plate and repeat with the remaining eggs and spices.', 'Spoon the warm bean mixture down the centre of the egg wraps. Top with half the coriander, the warm chicken, tomatoes and onions, then scatter with the remaining coriander. Drizzle over any lemon juice from the onions and serve straightaway.']",https://www.bbcgoodfood.com/recipes/spiced-chicken-egg-wraps,"https://images.immediate.co.uk/production/volatile/sites/30/2022/11/Mexcian-egg-wraps-a9438aa.jpg?quality=90&resize=556,505",513,18g,5g,28g,513,18g,5g,28g
Caramel cheesecake,Molasses flavour from muscovado sugars and a topping of thinly sliced fudge... this make-ahead pud is pure indulgence,,34 ratings,"['50g unsalted butter', '140g plain digestive biscuit', '4 gelatine leaves (I used Supercook), cut into wide strips (or 1 x 11g sachet, see Know-how, below)', '400g crème fraîche', '100g light muscovado sugar', '50g dark muscovado sugar', '1 tsp vanilla extract', '400g ricotta', '50g fudge, finely sliced', 'icing sugar, for dusting']",Serves 8,25 mins,-,BBC Food,"['Gently melt the butter in a small pan over a low heat. Place the digestives in a plastic bag and crush to fine crumbs using a rolling pin; you can also do this in a food processor. Tip them into the pan with the melted butter, stir to coat, then transfer to a 20cm springform cake tin (9cm deep). Using the back of a spoon, press them into the base, making sure you seal the edges. Place in the fridge while you prepare the next stage.', 'If using leaf gelatine, place in a bowl, cover with cold water, soak for 5 mins, then drain. Pour 3 tbsp boiling water over the soaked gelatine and stir to dissolve. If using a sachet, see Know-how, below.', 'Place the crème fraîche in a small pan with the muscovado sugars and a pinch of sea salt, then gently heat, stirring constantly with a wooden spoon until the mixture liquefies and the sugar has dissolved. Give the mixture a quick whisk to get rid of any lumps. It should be warm, roughly the same temperature as the gelatine solution. Stir the gelatine and vanilla extract into the crème fraîche mixture, transfer to a bowl and cool.', 'Place the ricotta in a food processor and whizz until smooth, then add the crème fraîche mixture and whizz again. Pour this on top of the cheesecake base. Cover with cling film and chill overnight.', 'Run a knife around the sides of the tin, then undo the clip and remove it. Transfer to a plate or leave the cheesecake on the base for ease of serving. Pile the fudge flakes in the centre and dust with icing sugar. Cover and chill until required.']",https://www.bbcgoodfood.com/recipes/caramel-cheesecake,"https://images.immediate.co.uk/production/volatile/sites/30/2020/08/recipe-image-legacy-id-23000_11-19dc48b.jpg?quality=90&resize=440,400",498,35g,22g,40g,498,35g,22g,40g
Nanaimo bars,"Need ideas for a coffee morning or afternoon tea? These bars from Canada are so moreish, with a crunchy biscuit base, custard layer and chocolate topping",,24 ratings,"['125g softened butter', '50g caster sugar', '5 tbsp cocoa powder', '1 egg, beaten', '200g digestive biscuits, blitzed to crumbs', '100g desiccated coconut', '50g chopped almonds (optional)', '100g butter, softened', '4 tbsp double cream', '3 tbsp custard powder', '250g icing sugar', '150g dark chocolate', '50g butter']",Serves 16,25 mins,5 mins,BBC Food,"['Start by making the biscuit base. In a bowl, over a pan of simmering water, melt the butter with the sugar and cocoa powder, stirring occasionally until smooth. Whisk in the egg for 2 to 3 mins until the mixture has thickened. Remove from heat and mix in the biscuit crumbs, coconut and almonds if using, then press into the base of a lined 20cm square tin. Chill for 10 mins.', 'For the middle layer, make the custard icing; whisk together the butter, cream and custard powder until light and fluffy, then gradually add the icing sugar until fully incorporated. Spread over the bottom layer and chill in the fridge for at least 10 mins until the custard is no longer soft.', 'Melt the chocolate and butter together in the microwave, then spread over the chilled bars and put back in the fridge. Leave until the chocolate has fully set (about 2 hrs). Take the mixture out of the tin and slice into squares to serve.']",https://www.bbcgoodfood.com/recipes/nanaimo-bars,"https://images.immediate.co.uk/production/volatile/sites/30/2020/08/nanaimo-bars-b65516e.jpg?quality=90&resize=440,400",415,29g,18g,33g,415,29g,18g,33g
Honeyed squash & nut roast cake,Wow guests with this stunning honeyed squash and nut roast cake. It makes a crowd-pleasing veggie centrepiece for a celebration - perfect for Christmas,,3 ratings,"['300g mixed nuts (Brazil nuts, pecans, hazelnuts, walnuts and almonds all work well)', '1 large carrot, grated', '1 celery stick, grated', '1 onion, grated', '400-500g (½ medium) butternut squash, peeled, halved crosswise just above the bulb end', '2 tbsp olive oil, plus extra for the tin', '3 tbsp honey or maple syrup', '180g vacuum-packed cooked chestnuts', '50g almond, cashew or peanut butter', 'small bunch of sage, leaves picked']",Serves 6,25 mins,1 hr and 10 mins,BBC Food,"['Put the mixed nuts into the bowl of a food processor and blitz until finely chopped, then tip out into a bowl. Alternatively, roughly chop using a knife. Put the carrot, celery and onion in a frying pan. Cut the long, thin half of the squash in half lengthways or into quarters (depending on how wide it is) and slice into long, thin slices using a sharp knife or mandoline (reserve the thicker bulb half of the squash for another recipe).', 'Drizzle the oil over the veg in the frying pan, then fry for 15-20 mins over a low-medium heat until golden and soft. Scrape the mixture into the chopped nuts and stir in 2 tbsp honey, the chestnuts and nut butter. Stir everything together, then season.', 'Oil a 20cm springform cake tin and line the base with baking parchment. Arrange 3-5 sage leaves in the tin, face-down. Finely chop the rest of the sage leaves and add them to the nut mixture. Arrange some of the squash slices in the base of the tin, laying them neatly so the layers overlap slightly to form a spiral pattern. Drizzle over ½ tbsp of the remaining honey. Spoon in half the nut mixture, pressing it firmly into the tin with the back of a spoon, then top with another layer of squash, this time in a single layer rather than overlapping – this will make it easier to cut later. Drizzle over the rest of the honey. Spoon in the remaining nut mixture and press it in firmly with the back of a spoon. Any remaining squash will keep in the fridge for up to three days to use in tarts and quiches, or to be grilled for salads.', 'Heat the oven to 180C/160C fan/gas 4. Cover the tin with foil and roast for 30 mins, then uncover and roast for another 20 mins until the top of is golden and crisp. Leave to rest for 15 mins, then invert onto a plate and cut into wedges to serve.']",https://www.bbcgoodfood.com/recipes/honeyed-squash-nut-roast-cake,"https://images.immediate.co.uk/production/volatile/sites/30/2020/10/Honeyed-SquashNut-Roast-Cake-38665fd.jpg?quality=90&resize=556,505",549,41g,5g,29g,549,41g,5g,29g
Sloe gin & fruit sponge puddings with custard,MasterChef finalist Tim Kinnaird's boozy pud is one Christmas treat that's just for the adults,,4 ratings,"['100g mixed dried fruit, such as raisins, currants and sultanas', '4 tbsp sherry', '200g butter, at room temperature, plus extra for the moulds', '200g caster sugar', '4 medium eggs', '200g self-raising flour', '1 tsp baking powder', '½ tsp mixed spice', 'zest of ½ an orange or 1 clementine', '150ml sloe gin', '6 tbsp apricot jam', 'vanilla custard, to serve']",Serves 6,15 mins,1 hr,BBC Food,"['Soak the dried fruit in the sherry overnight, or for as long as you can – even a 10-min soak will help. Butter six 200ml pudding moulds or dariole moulds.', 'Heat oven to 180C/160C fan/gas 4. Beat the butter and sugar together until pale and fluffy. Beat the eggs, then slowly add them to the butter and sugar using an electric whisk or mixer. Sift the flour and baking powder together, then carefully fold into the egg, butter and sugar mix using a large metal spoon. Drain the fruit and fold into the mix with the mixed spice, orange or clementine zest and 4 tbsp of the sloe gin.', 'Mix the jam and the remaining sloe gin, then divide between the moulds. Spoon in the batter, filling the moulds two-thirds full. Fill another mould with any leftover mix. Cover each mould with a large square of foil with a pleat in the centre to allow room, as the sponges will rise a lot. Secure with string. Place the moulds in a baking or roasting dish, then fill the dish with water to come one-third up the side of the moulds. Bake for about 1 hr or until the sponges have risen and are cooked. The puds can now be cooled, then chilled. Reheat the same way they were cooked for 20 mins or until hot .', 'To serve, remove the foil. Gently loosen the puddings with a knife and upturn them onto plates. Serve with homemade or bought custard.']",https://www.bbcgoodfood.com/recipes/sloe-gin-fruit-sponge-puddings-custard,"https://images.immediate.co.uk/production/volatile/sites/30/2020/08/recipe-image-legacy-id-463767_11-dbefe2b.jpg?quality=90&resize=440,400",679,32g,18g,83g,679,32g,18g,83g
"Amalfi lemon, chilli & anchovy spaghetti","Get a taste of Italy with this Amalfi Coast-inspired spaghetti dish flavoured with lemons, anchovies, chilli, garlic and parmesan",,21 ratings,"['120ml extra virgin olive oil', '3 large garlic cloves', '350g spaghetti, bucatini or linguine', '1-2 red chillies (depending on how spicy you want it), deseeded and finely chopped', '8 anchovy fillets, finely chopped', 'small bunch of parsley, finely chopped', '1 large Amalfi or unwaxed lemon, zested and juiced', 'large handful (about 40g) of finely grated parmesan']",Serves 4,20 mins,10 mins,BBC Food,"['Heat the oil in a large non-stick frying pan over a low heat and fry the garlic for 2-3 mins, or until just turning golden at the edges. Remove from the heat and leave for 15 mins for the garlic to infuse in the oil.', 'Meanwhile, cook the pasta following pack instructions until al dente. Drain, reserving 150ml of the cooking water. Remove the garlic from the infused oil, then tip in the cooked spaghetti, the chillies, anchovies, parsley, lemon zest and juice, and the parmesan. Add 50ml of the reserved water and toss with tongs until combined. Add a little more water to loosen, if you like. Season. Divide between four shallow bowls.']",https://www.bbcgoodfood.com/recipes/amalfi-lemon-chilli-anchovy-spaghetti,"https://images.immediate.co.uk/production/volatile/sites/30/2020/08/amalfi-lemon-chilli-anchovy-spaghetti-2e4ed15.jpg?quality=90&resize=440,400",639,34g,6g,66g,639,34g,6g,66g
Avocado & smoked salmon spelt spaghetti,Spelt pasta lends this dish a lovely nutty flavour and is higher in fibre than regular pasta. Complete with smoked salmon and avocado tossed with lemon and parsley,,23 ratings,"['200g spelt spaghetti', '1 ripe avocado, stoned and peeled', '2 tbsp extra virgin olive oil', '1 garlic clove', '1 small bunch parsley', '1 lemon', '100g smoked salmon trimmings, sliced into strips']",Serves 2,5 mins,10 mins,BBC Food,"['Cook the spaghetti in boiling salted water following pack instructions. Meanwhile, put the avocado in a food processor along with the oil, garlic, half the parsley, a good squeeze of lemon and a large pinch of seasoning.', 'When the pasta is cooked, reserve 100ml of the cooking water and drain. Toss the avocado sauce through the pasta with the salmon and the reserved cooking water. Season with lots of black pepper and another squeeze of lemon, to taste. Chop the remaining parsley and stir through to serve.']",https://www.bbcgoodfood.com/recipes/avocado-smoked-salmon-spelt-spaghetti,"https://images.immediate.co.uk/production/volatile/sites/30/2020/08/avocado-smoked-salmon-spelt-spaghetti-49fab00.jpg?quality=90&resize=400,363",501,31g,6g,32g,501,31g,6g,32g
"Caramelised white chocolate, ginger caramel & macadamia tarts","This stunning patisserie-standard, mousse-like dessert from Great British Bake Off winner Edd Kimber is pure indulgence on a plate",,4 ratings,"['200g plain flour, plus extra for dusting', '20g ground almond', '40g icing sugar', 'pinch of salt', 'seeds from ½ vanilla pod', '125g unsalted butter, diced and chilled', '1 large egg yolk', ""375g white chocolate (minimum 30% cocoa butter content - we used Green & Black's), broken into pieces"", '170ml whole milk', '3 large egg yolks', '55g golden caster sugar', '2 ½ sheets leaf gelatine', '150g caramelised white chocolate (from above)', '170ml double cream', '120ml double cream, plus extra if needed', '5cm piece ginger, peeled and sliced', '150g golden caster sugar', '10g unsalted butter', '200g macadamia nut, roughly chopped and toasted', '225g caramelised white chocolate (from above)', '140ml double cream', '6 x 8cm round tartlet cases or crumpet moulds', '6-hole 7cm silicone dome mould']",Makes 6 tarts,1 hr and 30 mins,2 hrs and 15 mins,BBC Food,"['For the sweet pastry, put the flour, almonds, icing sugar, salt and vanilla seeds into the bowl of a food processor and pulse to combine. Add the butter and pulse until the mixture resembles coarse breadcrumbs. Add the egg yolk and pulse again until fully combined. If the pastry isn’t coming together into a uniform mass, add chilled water, 1 tsp at a time, and pulse until the dough starts to come together. Be careful not to overwork the dough as you will make the pastry tough, and it’s likely to shrink more when cooked. Tip the dough onto a lightly floured work surface and lightly knead until smooth and uniform in colour. Wrap in cling film and chill until needed.', 'To make the caramelised white chocolate, heat oven to 120C/100C fan/gas ½. Put the chocolate on a large baking tray and bake for 45 mins-1 hr, giving it a good stir every 10 mins, until it’s a light golden brown – almost the colour of peanut butter. After 45 mins or so, the chocolate may start to look chalky or seized, but should become smooth again after a good stir. If not, don’t worry, as it will be melted again in the next stage. Scrape the chocolate into a bowl, cover and set aside.', 'For the bavarois, pour the milk into a medium saucepan and bring to the boil. Meanwhile, put the egg yolks and sugar in a bowl and whisk together. Put the gelatine in a small bowl of cold water and leave to soften for 3-5 mins. Once the milk has come to the boil, pour onto the egg mixture while whisking quickly together to prevent the eggs scrambling. Pour back into the pan and cook, stirring constantly, until the custard thickens (if you have an instant-read thermometer, it should be 75-80C). Pour the custard into a bowl and add 150g of the caramelised chocolate and the gelatine (squeezing out the water), stirring until both have melted. Sieve through a fine mesh sieve to remove any lumps from the chocolate. Cover the bowl with cling film and chill until the custard has cooled and started to set around the side of the bowl – but don’t leave for too long or it will set completely. Whip the cream until it holds soft peaks and carefully fold this through the custard until smooth and fully combined. Pour the mixture into the holes of your silicone dome mould and carefully place in the freezer until frozen solid (best left overnight).', 'Now bake your tart cases. Remove the pastry from the fridge and allow to soften slightly for 15 mins before rolling out until it is around 2mm thick. Cut out rounds of pastry just larger than the 6 tartlet cases and use to carefully line. Place the lined cases onto a parchment-lined baking tray and chill in the fridge or freezer until the pastry is firm. Heat oven to 180C/160C fan/gas 4. Line the tarts with a piece of parchment and fill with baking beans or rice. Bake the tarts for 20 mins, then remove the parchment and beans, and bake for a further 5-10 mins until the bases of the tarts start to brown. Allow the tarts to cool fully.', 'For the ginger macadamia caramel, put the cream and ginger in a small saucepan and bring to the boil. Remove the pan from the heat and cover with a lid, allowing the ginger to infuse into the cream for 1 hr. Strain the cream through a fine mesh sieve into a measuring jug, topping back up to 120ml if needed. Put the sugar in a medium saucepan over a medium heat and cook until the sugar has melted and caramelised, swirling but not stirring, until it is a dark caramel colour. Pour in half the cream – be careful as this mixture will bubble up violently. Once the caramel has settled, add in the remaining cream, stirring over the heat if any lumps have formed. Add the butter and ¾ of the nuts, and stir to combine. Once the caramel has cooled slightly, divide it between the tart shells.', 'For the glaze, put the remaining 225g of caramelised white chocolate in a bowl. Pour the cream into a saucepan and bring to the boil, then pour over the chocolate, stirring until you have a smooth, pourable glaze. Remove the bavarois domes from the freezer and carefully unmould, placing them on a wire rack set over a baking tray. While the glaze is still warm and fluid, pour over the domes, making sure the entire surface is covered. Using a small palette knife, lift the domes from the rack and carefully place on top of the tarts.', 'To decorate, chop the remaining nuts so they are fairly fine, then press around the base of the domes where they sit on the tarts. Chill for 30 mins (or up to 24 hrs) to allow the bavarois to defrost before serving.']",https://www.bbcgoodfood.com/recipes/edd-kimbers-caramelised-white-chocolate-ginger-caramel-macadamia-tarts,"https://images.immediate.co.uk/production/volatile/sites/30/2020/08/tarts-6215d72.jpg?quality=90&resize=440,400",1444,108g,53g,105g,1444,108g,53g,105g
Pot-roast loin of pork in cider with celeriac,"Roast a loin of pork with smoked bacon lardons, shallots, celeriac and thyme for a hearty Sunday lunch that the whole family will love",,7 ratings,"['2 ½kg pork loin, bone in', '1 tbsp olive oil', '100g smoked bacon lardons', '300g banana shallots, halved horizontally', '500-600g celeriac, peeled and cut into 3cm chunks', '6 thyme sprigs', '1 garlic bulb, halved', '600ml dry cider', '140g frozen peas', 'mash, to serve']",Serves 4 - 6,20 mins,1 hr and 45 mins,BBC Food,"['Heat oven to 180C/160C fan/gas 4. Season the pork and put in a large roasting tin.', 'Heat a large frying pan, add the oil and fry the lardons, shallots, celeriac and thyme until golden brown. Arrange around the pork with the garlic bulb.', 'Add the cider to the frying pan, bring to the boil, then pour around the pork. Cover with foil and roast for 1 hr. Remove the foil and cook, uncovered, for a further 45 mins.', 'Finally, add the peas and cook for 3 mins more. Leave the pork to stand, covered, for 15 mins before carving. Serve with buttery mash (add the soft roasted garlic cloves if you like) to soak up the delicious juices.']",https://www.bbcgoodfood.com/recipes/pot-roast-loin-pork-cider-celeriac,"https://images.immediate.co.uk/production/volatile/sites/30/2020/08/pot-roast-loin-of-pork-in-cider-with-celeriac-9448b17.jpg?quality=90&resize=440,400",575,33g,11g,9g,575,33g,11g,9g
Vegetarian fajitas,"For a quick, easy veggie family meal, try these black bean, avocado and pepper fajitas. If you don't have the spices, swap them out for fajita seasoning",,98 ratings,"['400g can black beans, drained', 'small bunch coriander, finely chopped', '4 large or 8-12 small flour tortillas', '1 avocado, sliced, or 1 small tub guacamole', '2 tbsp soured cream or crème fraîche', '1 red and 1 yellow pepper, cut into strips', '1 tbsp oil', '1 red onion, cut into thin wedges', '1 garlic clove, crushed', '½ tsp chilli powder', '½ tsp smoked paprika', '½ tsp ground cumin', '1 lime, juiced']",Serves 4,5 mins,10 mins,BBC Food,"['To make the fajita mix, take two or three strips from each colour of pepper and finely chop them. Set aside. Heat the oil in a frying pan and fry the remaining pepper strips and the onion until soft and starting to brown at the edges. Cool slightly and mix in the chopped raw peppers. Add the garlic and cook for 1 min, then add the spices and stir. Cook for a couple of mins more until the spices become aromatic, then add half the lime juice and season. Transfer to a dish, leaving any juices behind, and keep warm.', 'Tip the black beans into the same pan, then add the remaining lime juice and plenty of seasoning. Stir the beans around the pan to warm them through and help them absorb any flavours of the fajita mix, then stir through the coriander.', 'Warm the tortillas in a microwave or in a low oven, then wrap them so they don’t dry out. Serve the tortillas with the fajita mix, beans, avocado and soured cream for everyone to help themselves.']",https://www.bbcgoodfood.com/recipes/veggie-fajitas,"https://images.immediate.co.uk/production/volatile/sites/30/2020/08/veggie-fajitas-d49e108.jpg?quality=90&resize=440,400",463,19g,6g,55g,463,19g,6g,55g
Chinese hot pot at home,"Make this beef stew when the nights draw in. With aubergine and Chinese spices, the flavours are warming and it's slow-cooked for deliciously tender meat",,14 ratings,"['5 star anise', '1 cinnamon stick', '3 tbsp sunflower oil', '2kg braising steak (shin is best), cut into large chunks', '1l chicken stock', '3 red chillies, split in two and deseeded, plus extra sliced into rounds to serve', '100g galangal (use ginger if you can’t find galangal), sliced', '2 tbsp Thai fish sauce', '200ml soy sauce', '1 tbsp demerara sugar', '6 kaffir lime leaves', '3 aubergines, cut into wedges', 'rice and coriander, to serve']",Serves 8,20 mins,3 hrs and 30 mins,BBC Food,"['Heat oven to 150C/130C fan/gas 2. Heat a large casserole dish, toast the star anise and cinnamon until fragrant, then scoop out of the dish. Add the oil, then brown the beef in batches (be careful not to overcrowd the pan). Set the meat aside on a plate.', 'Add the rest of the ingredients (except for the aubergine) to the casserole dish, stir well and bring to the boil. Add the spices and meat back in, skim off any fat that comes to the surface, then cover the casserole and cook in the oven for 2 hrs.', 'Remove the lid, add the aubergine, and give everything a good stir, then return to the oven and cook for 1 hr uncovered until the aubergine and meat are tender. Rest until cool enough to eat. Scatter over the coriander and sliced red chilli, then serve with rice.']",https://www.bbcgoodfood.com/recipes/chinese-beef-aubergine-hotpot,"https://images.immediate.co.uk/production/volatile/sites/30/2020/08/chinese-beef-aubergine-hotpot-7b36145.jpg?quality=90&resize=440,400",389,20g,7g,10g,389,20g,7g,10g
