title,description,cuisine,rating,ingredient_list,serving,prep_time,cook_time,total_time,source,steps,nutrients,recipe_url,image_url
Ratatouille (French Vegetable Stew),"Recipe video above. Ratatouille is a French vegetable stew that at first glance seems like a humble dish – because it is. Made well though, it's a summery stunner bursting with the sunny tastes of the Mediterranean! The key to flavour-packed ratatouille is to sauté each vegetable separately before braising everything together. Ratatouille can comfortably star as a vegetarian main, otherwise it makes a perfect vegetable side. Makes side for 6 to 8 people, main meal for 4 people.","French, Western",4.98 from 70 votes,"['1 eggplant (aubergine) , cut into 2cm / ¾"" cubes (leave skin on) (~450g / 16oz)', '1/2 tsp salt , cooking / kosher salt', '3 tomatoes , chopped (~150g / 5oz each), Note 1 canned subs', '6 tbsp extra virgin olive oil', '2 brown onion , chopped 1cm / ⅖"" cubes (~150g / 5oz each)', '2 capsicum (1 red, 1 yellow), cut into 2cm / ⅘"" cubes (~200g / 7oz each)', '2 zucchinis (courgettes), diced into 1.5cm / ½"" pieces (~200g / 7oz each)', '2 garlic cloves , finely chopped (~3 tsp)', '1 tsp fresh thyme leaves , chopped (Note 2 for subs)', '3/4 tsp salt , cooking/kosher salt', '1/4 tsp black pepper', '20 black olives , pitted, halved', '1 tbsp fresh basil , finely chopped, plus more for garnish (Note 2 subs)', 'Extra virgin olive oil , for drizzling']",-,15 minutes ,45 minutes ,,RecipeTinEats,"[""Cook eggplant: Heat 2 tbsp oil in a large skillet over medium high heat. Add eggplant and cook for 4 to 5 minutes, stirring regularly, until it's golden on the surface but still somewhat firm and raw inside. Transfer to a large pot."", 'Cook onion and garlic: In the same skillet, add another 1 tbsp olive oil. Add onion and garlic with a pinch of the salt. Cook for 3 minutes until onion is soft with a hint of golden on the edges. Add to pot holding eggplant.', ""Cook capsicum: Add another 1 tbsp of olive oil and cook the capsicum with a pinch of salt for 3 minutes. It should still be firm inside. You won't get much colour on the capsicum, this is OK. Add to pot."", ""Cook zucchini: Add another 1 tbsp olive oil and cook the zucchini with a pinch of salt for 3 minutes. Make sure it stays firm (ie. raw inside). Like the capsicum, it won't go golden. Add to pot."", 'Add remaining ingredients to pot: Turn the stove under the pot to medium-high. Add tomato, thyme, olives, remaining salt and all the pepper, and mix. Once the mixture is hot, reduce heat to a low simmer.', 'Braise: Cook for 20 – 25 minutes with the pot lid off, stirring every now and then, until all the vegetables are cooked through and the liquid has reduced. The mixture should be thick enough so you can pile it on a plate (ie. not watery), but still very moist and juicy.', 'Basil and salt: Taste and add more salt if needed; vegetables can taste bland if not enough salt is added. Stir through basil then serve immediately, drizzled with extra virgin olive oil and a sprinkle of extra basil on top, if desired. Serve as a main with crusty bread, or as a side dish. See above recipe card for more ideas!']","[['Calories', '158cal (8%)'], ['Carbohydrates', '11g (4%)'], ['Protein', '2g (4%)'], ['Fat', '12g (18%)'], ['Saturated Fat', '2g (13%)'], ['Sodium', '529mg (23%)'], ['Potassium', '465mg (13%)'], ['Fiber', '4g (17%)'], ['Sugar', '7g (8%)'], ['Vitamin A', '1491IU (30%)'], ['Vitamin C', '57mg (69%)'], ['Calcium', '34mg (3%)'], ['Iron', '1mg (6%)']]","https://www.recipetineats.com/ratatouille/
",https://www.recipetineats.com/tachyon/2021/04/Ratatouille_0.jpg
Four-Layer Drip Dog Birthday Cake,"Recipe video above. A four-layer drip cake that looks so real, it's hard to believe it's made entirely from dog-friendly ingredients!! Frosting note: While it might sound weird for a frosting to be made of whipped potato, dogs don't care! It looks and behaves like buttercream frosting, but is dog friendly so you can use it in abundance to decorate the cake (not recommended for usual frostings made with cream cheese/peanut butter etc etc)",Dog Food,5 from 37 votes,"['2 large eggs , at room temperature (Note 1)', '1/2 cup peanut butter (spread or pure)', '1/4 cup oil (canola or vegetable)', '2/3 cup milk (or water)', '1/3 cup honey or maple syrup (or apple sauce, else skip it)', '2 1/2 cups carrot, grated (2 large carrots, peeled)', '2 cups flour, plain/all-purpose (or whole wheat / wholemeal flour)', '2 1/2 tsp baking soda (sub 6 tsp baking powder)', '1kg / 2 lb potatoes , peeled, cut into chunks', '3/4 – 1 cup yoghurt (plain unsweetened) or water', 'Water or milk as needed (to adjust consistency)', 'Blue food colouring gel (or liquid) (or other colour of choice, Note 2)', '1/2 cup cornflour / cornstarch', '1/4 cup yoghurt (plain, unsweetened)', '1 – 2 tbsp milk , as needed', 'Silver, blue and white balls, candles, birthday sign']",20 – 30 dogs,30 minutes ,40 minutes ,2 hours 10 minutes ,RecipeTinEats,"['Sandwich layers: Place one cake layer on a turntable or serving platter. Spread with 3/4 cup white frosting. Top with another layer of cake, spread with 3/4 cup frosting, then repeat once more and top with the 4th cake layer.', 'Colouring frosting: Colour the remaining frosting blue using blue gel. To achieve the colour pictured, dip a toothpick into gel container and smear colouring on the surface of the potato. Dip a clean toothpick again into the gel and repeat (you need two dips to get enough colour into frosting). Mix frosting until colour is uniform.', 'Frosting surface with blue: Frost the top and sides of the cake with the blue frosting, spreading it as smoothly as you can.', 'Drip Frosting: Spoon 2 – 3 tablespoons of Drip Frosting on the top of the cake and spread carefully to the edge, ensuring you don\'t coax it over the edge. Now scoop up a teaspoon of the Drip Frosting and ""drip"" it down the side of the cake from the top edge. Repeat all around, making drips of different lengths.', 'Decorate: Decorate cake as desired with decorations that you want to stick to the frosting. I used silver, blue and white balls.', 'Set frosting: Immediately refrigerate for at least 3 hours to make the Drip Frosting set. (Also, the silver balls will sweat on the Drip Frosting unless it sets quickly). Keep refrigerated until ready to serve.', 'Happy birthday to your pooch!!!']","[['Calories', '157cal (8%)'], ['Carbohydrates', '20g (7%)'], ['Protein', '4g (8%)'], ['Fat', '6g (9%)'], ['Saturated Fat', '1g (6%)'], ['Cholesterol', '16mg (5%)'], ['Sodium', '204mg (9%)'], ['Potassium', '241mg (7%)'], ['Fiber', '1g (4%)'], ['Sugar', '5g (6%)'], ['Vitamin A', '1060IU (21%)'], ['Vitamin C', '4.4mg (5%)'], ['Calcium', '30mg (3%)'], ['Iron', '2mg (11%)']]","https://www.recipetineats.com/drip-dog-birthday-cake/
",https://www.recipetineats.com/tachyon/2021/04/Dozer-dog-birthday-cake-main.jpg
-,-,-,-,[],-,,,,RecipeTinEats,-,-,"https://www.recipetineats.com/beef-biryani/
",https://www.recipetineats.com/tachyon/2022/10/Dinner-cookbook-cover-landscape.jpg
-,-,-,-,[],-,,,,RecipeTinEats,-,-,"https://www.recipetineats.com/mussels-in-white-wine/
",https://www.recipetineats.com/tachyon/2022/10/Dinner-cookbook-cover-landscape.jpg
Crème Brûlée (French Vanilla Custard),Recipe video above. A classic French Crème Brûlée with a silky smooth rich custard and crunchy caramel top. It's a stunner – and so easy!,French,5 from 33 votes,"['2 cups pure cream (Aus) / heavy cream (US) (Note 1)', '1 vanilla pod OR 1 tsp vanilla bean paste (Note 2)', '5 egg yolks (Note 3 for using leftover whites)', '1/4 cup caster sugar (superfine sugar)', '2 tsp caster sugar (superfine sugar)']",-,10 minutes ,40 minutes ,50 minutes ,RecipeTinEats,"['Blow torch method: Sprinkle 1/2 tsp sugar over the surface of each crème brûlée. Use a blow torch to melt and caramelise the sugar. Serve immediately.', 'Grill / broiler method: Crème brûlée should be first refrigerated overnight. Preheat grill to high. Place crème brûlée under grill for 1 minute or until sugar is melted and caramelised. Refrigerate afterwards for at least 20 minutes and up to 1 hour (to reset custard immediately under toffee), then serve.', ""Crème brûlée perfect texture: The texture should be like a very thick yogurt, rather than set so it is sliceable like cake or even like a soft set jelly. When you take a scoop, the custard should barely hold together, but shouldn't be melting or running. When you take a bite the custard should literally just melt in your mouth.""]","[['Carbohydrates', '29.3g (10%)'], ['Protein', '6g (12%)'], ['Fat', '52.6g (81%)'], ['Saturated Fat', '31.2g (195%)'], ['Cholesterol', '436mg (145%)'], ['Sodium', '58mg (3%)'], ['Potassium', '118mg (3%)'], ['Sugar', '25.3g (28%)'], ['Vitamin A', '2150IU (43%)'], ['Vitamin C', '0.8mg (1%)'], ['Calcium', '110mg (11%)'], ['Iron', '0.5mg (3%)']]","https://www.recipetineats.com/creme-brulee/
",https://www.recipetineats.com/tachyon/2016/09/Creme-Brulee_8.jpg
-,-,-,-,[],-,,,,RecipeTinEats,-,-,"https://www.recipetineats.com/stir-fry-formula/
",https://www.recipetineats.com/tachyon/2022/10/Dinner-cookbook-cover-landscape.jpg
Whole Baked Fish – Herb-stuffed with Garlic & Dill Butter Sauce,"Recipe video above. For anyone who's wondered how to cook a whole fish, the best and easiest way is to bake it whole. The flesh is at its juiciest and most tender, and it's completely effortless! Roasting fish this way is easy enough for midweek meals, but still makes an impressive centrepiece for occasions! I'm using a whole snapper today, but this recipe will work for virtually any fish. See Note 1 for other fish ideal to cook whole.",Western,4.96 from 25 votes,"['2 x 800g / 1.6 lb whole snapper or other whole fish , scaled, gutted and cleaned (Note 1)', '1 1/2 tsp salt , kosher/cooking (not table salt)', '1/2 tsp black pepper', '2 tbsp extra virgin olive oil', '1/2 cup fresh dill sprigs, packed', '1/2 cup parsley leaves, packed', '4 garlic cloves , finely sliced', '1 lemon , sliced (8 slices each lemon)', '150g / 10 tbsp unsalted butter , cut into cubes', '2 tsp garlic , finely minced', '1 tbsp fresh dill , finely chopped']",-,10 minutes ,20 minutes ,,RecipeTinEats,"[""Melted butter: Place butter in a saucepan over medium-high heat. Once melted, add garlic and cook, stirring, for 45 seconds to 1 minute until it smells ridiculously good and you're salivating!"", 'Add dill: Remove from heat. Stir in dill. Use per recipe.']","[['Calories', '569cal (28%)'], ['Carbohydrates', '5g (2%)'], ['Protein', '42g (84%)'], ['Fat', '42g (65%)'], ['Saturated Fat', '22g (138%)'], ['Sodium', '1014mg (44%)'], ['Potassium', '988mg (28%)'], ['Fiber', '1g (4%)'], ['Sugar', '1g (1%)'], ['Vitamin A', '2312IU (46%)'], ['Vitamin C', '34mg (41%)'], ['Calcium', '113mg (11%)'], ['Iron', '2mg (11%)']]","https://www.recipetineats.com/whole-baked-fish/
",https://www.recipetineats.com/tachyon/2021/04/Whole-Baked-Fish_7.jpg
Cauliflower Cheese,"Recipe video above. Most people think of this British classic as a side dish, but as far as I'm concerned, it's equally worthy as a main! Most recipes will have you just boil the cauliflower, but it's honestly so much tastier roasted. As for the cheese? I've gone with my favourite combination of Red Leicester and gruyere! Excellent melting qualities for a silky smooth sauce with a gorgeous golden colour and wonderful flavour. But any melting cheese will work a treat here. See the post for details!","British, Western",4.99 from 81 votes,"['1kg / 2 lb cauliflower florets (1 very large, 1 1/2 medium or 2 small cauliflower heads, Note 1)', '2 tbsp extra virgin olive oil', '1/2 tsp sea salt', '1/8 tsp pepper', '60g / 4 tbsp unsalted butter', '3½ tbsp flour , plain / all-purpose', '1 cup milk (full fat best)', '1 cup cream (or more milk)', '1/2 tsp cooking salt (kosher salt)', '1/4 tsp nutmeg powder (freshly grated is best)', '1 cup Red Leicester cheese (or cheddar), grated (Note 2)', '1/2 cup gruyère cheese , grated (or other melting cheese of choice, Note 2)', '1/2 cup Red Leicester cheese (or cheddar), grated (Note 2)', '1/2 cup gruyère cheese , grated (or other melting cheese of choice, Note 2)']",5 – 6 as a side,10 minutes ,1 hour ,,RecipeTinEats,"['Fill baking dish: Transfer mixture to a 2L / 2qt baking dish (30 x 20 x 5cm / 12 x 8 x 2"").', 'Top with cheese: Sprinkle over gruyère followed Red Leicester cheese.', 'Bake at 180°C/350°F for 30 minutes until the cheese is melted, and cauliflower is bubbly and golden.', 'Serve: Sprinkle with parsley if desired. Stand 5 minutes then serve!']","[['Calories', '604cal (30%)'], ['Carbohydrates', '19g (6%)'], ['Protein', '20g (40%)'], ['Fat', '52g (80%)'], ['Saturated Fat', '30g (188%)'], ['Sodium', '876mg (38%)'], ['Potassium', '758mg (22%)'], ['Fiber', '4g (17%)'], ['Sugar', '7g (8%)'], ['Vitamin A', '1580IU (32%)'], ['Vitamin C', '97mg (118%)'], ['Calcium', '495mg (50%)'], ['Iron', '2mg (11%)']]","https://www.recipetineats.com/cauliflower-cheese/
",https://www.recipetineats.com/tachyon/2021/04/Cauliflower-Cheese_5.jpg
-,-,-,-,[],-,,,,RecipeTinEats,-,-,"https://www.recipetineats.com/baked-ratatouille-with-beans/
",https://www.recipetineats.com/tachyon/2022/10/Dinner-cookbook-cover-landscape.jpg
Pistachio Pear Tart,"Recipe video above. This delightful Pear Tart is filled with a frangipane cream made with pistachios rather than the usual almonds, which gives it a dazzling green colour and stunning flavour. It's a perfect Autumn dessert that makes the most of ripe pears when they're in season. Smart and yet rustically casual, this tart is fitting for any occasion!","French, Western",5 from 28 votes,"['1 Sweet Tart Crust (Note 1)', '4 pears (of equal size, 220g/7oz each, ~10cm/4"" tall, Note 2)', '1 lemon , to acidulate water and stop pears from going brown (Note 3)', '2 litres / 2 quarts water', '1 cup white sugar', '1/2 tsp vanilla extract or 1/4 tsp vanilla powder (Note 4)', '100g / 7 tbsp unsalted butter , softened, cut into 1cm / 0.4"" cubes', '1/2 cup caster sugar', '2 large eggs , 55-60g / 2 oz each, at room temperature', '3/4 cup pistachios (unsalted, roasted) , shelled and skinned (blitz until fine powder)', '2 1/2 tbsp pistachios (unsalted, roasted) , finely chopped (for sprinkling)', '2 tbsp apricot jam , mixed with 1 tsp water and warmed in microwave (for glazing)']",10 – 12 people,15 minutes ,1 hour 30 minutes ,,RecipeTinEats,"['Preheat oven to 200°C/390°F (180°C fan).', 'Spread pistachio mixture in tart crust, and smooth the surface.', ""Place 7 pear halves on top in a radial pattern with the narrow ends pointing inwards. Cut the 8th half so it will fit in the centre, and place in middle of tart. Slightly push pears in so that they're partially submerged (see reference photo / video above)."", 'Bake for 35 minutes. Remove from oven.', 'While still warm, brush with apricot jam glaze to make it shiny, then sprinkle with chopped pistachios.', ""Fully cool, then slice to serve. It's beautiful just served as-is. Optional extras: a dollop of creme fraiche (pictured in post), whipped cream or ice cream.""]","[['Calories', '318cal (16%)'], ['Carbohydrates', '48g (16%)'], ['Protein', '4g (8%)'], ['Fat', '14g (22%)'], ['Saturated Fat', '6g (38%)'], ['Sodium', '18mg (1%)'], ['Potassium', '229mg (7%)'], ['Fiber', '4g (17%)'], ['Sugar', '40g (44%)'], ['Vitamin A', '355IU (7%)'], ['Vitamin C', '9mg (11%)'], ['Calcium', '30mg (3%)'], ['Iron', '1mg (6%)']]","https://www.recipetineats.com/pistachio-pear-tart/
",https://www.recipetineats.com/tachyon/2021/04/Pistacchio-Pear-Tart_2.jpg
